,coefficient,gene
17407,0.0,RP11-452K12.7
17408,0.0,LINC00202-2
17409,-0.0,PPP1R2P3
17410,0.0,ANXA2P2
17411,-0.0,RP5-1007M22.2
17412,0.0,CAP1P2
17413,0.0,AP001059.5
17414,0.0,AC074183.4
17415,0.0,LEF1-AS1
17416,0.0,RP5-1109J22.1
17417,0.0,LSM12P1
17418,0.0,RP5-991C6.4
17419,-0.0,RP11-26H16.1
17420,0.0,AC007392.3
17421,0.0,RP11-255N24.4
17422,-0.0,RP11-307E17.8
17423,0.0,TMEM253
17424,-0.0,RPL31P7
17425,-0.0,RP11-307C12.11
17426,0.0,AC079781.8
17427,-0.0,CTD-2619J13.14
17428,-0.0,RP11-509J21.1
17429,-0.0,TMA7
17430,-0.0,MCTS1
17431,-0.0,DYTN
17432,-0.0,IMPDH1P10
17433,-0.0,RPS15AP12
17434,0.0,ST13P4
17435,0.0,RAP2C-AS1
17436,-0.0,RP11-146N23.1
17437,0.0,MTND4P24
17438,0.0,RP11-311P8.2
17439,0.0,FTH1P7
17440,0.0,AC098824.6
17441,0.0,SLC25A6P2
17442,0.0,RP3-477M7.5
17443,-0.0,OR2L6P
17444,-0.0,IGHV3-43
17445,0.0,AC008440.5
17446,0.0,LINC00202-1
17447,-0.0,RP11-77O7.1
17448,0.0,LINC00865
17449,0.0,DYNLT3P1
17450,-0.0,BTF3L4P1
17451,0.0,ACTR3P2
17452,0.0,INTS4L2
17453,-0.0,RP11-205M20.7
17454,0.0,RP1-249I4.2
17455,0.0,AC009299.5
17456,0.0,AC008440.10
17457,0.0,RP3-481A17.1
17458,-0.0,RPS27AP2
17459,0.0,RP11-47G11.2
17460,-0.07082141628820494,RP11-782C8.3
17461,-0.0,RPL4P2
17462,-0.0,SC22CB-1E7.1
17463,-0.0,ATP5LP2
17464,0.0,FTLP2
17465,-0.0,RP11-504P24.2
17466,0.0,MTCYBP3
17467,0.0,ZDHHC20P4
17468,-0.0,AC010677.5
17469,-0.0,RPS3AP25
17470,0.0,RP11-66B24.2
17471,-0.0,SKA2P1
17472,-0.0,LINC00493
17473,0.0,RP11-134K13.2
17474,-0.0,RPL5P6
17475,-0.0,AC009495.3
17476,-0.0,RP1-315G1.3
17477,0.0,CTB-51J22.1
17478,0.0,CT45A3
17479,0.0,RP11-508M1.7
17480,-0.0,RP11-578F21.10
17481,0.0,C9orf172
17482,0.0,RP11-487I5.4
17483,-0.0,CTD-3184A7.4
17484,0.0,AC010745.4
17485,-0.0,RP11-132A1.4
17486,0.0,RP4-730K3.3
17487,-0.0,RP4-794H19.1
17488,0.0,RP11-3J10.7
17489,0.0,SLC16A6P1
17490,-0.0,BMPR1APS2
17491,-0.0,RP11-337A23.5
17492,-0.0,EEF1B2P3
17493,-0.0,CT45A1
17494,0.0,AC098820.3
17495,0.0,RP11-18B3.2
17496,0.0,RASA3-IT1
17497,-0.0,RPL3P12
17498,-0.0,RP11-512F24.1
17499,-0.0,AC105053.4
17500,0.0,RP11-14N7.2
17501,-0.0,RP4-673D20.3
17502,0.0,AC027612.1
17503,0.0,AC093673.5
17504,-0.0,KB-318B8.7
17505,0.0,RP11-458F8.1
17506,0.0,AC006026.10
17507,-0.0,AC104088.1
17508,0.0,GS1-124K5.12
17509,0.0,GTF2IP1
17510,-0.0,RPL3P4
17511,0.0,CTC-303L1.1
17512,0.0,RP11-46A10.4
17513,0.0,EEF1A1P3
17514,-0.0,LINC01155
17515,0.0,RP1-161N10.1
17516,0.0,AC084125.4
17517,0.0,RP11-1114A5.4
17518,0.0,AC007386.4
17519,-0.0,CTD-2012J19.1
17520,-0.0,RP11-439L18.1
17521,0.0,AP000266.7
17522,0.0,RP11-175B9.2
17523,-0.0,HLA-DQB2
17524,0.0,PRPS1P2
17525,-0.0,WI2-3658N16.1
17526,0.0,RP3-322G13.5
17527,0.0,RP11-367N14.2
17528,0.0,GOLGA8N
17529,0.0,IDI2-AS1
17530,-0.0,RP11-126K1.2
17531,0.0,LINC00665
17532,0.0,AC002511.3
17533,-0.0,RP11-388P9.2
17534,0.0,ARID4B-IT1
17535,0.0,BDH2P1
17536,-0.0,RP3-437C15.1
17537,0.0,NUTM2HP
17538,-0.0,RP4-669P10.16
17539,-0.0,AC010733.5
17540,0.0,RP11-403I13.5
17541,0.0,U52111.14
17542,0.0,YWHAEP1
17543,-0.0,AC083884.8
17544,0.0,AC073043.1
17545,0.0,RHOQP2
17546,-0.0,RP11-47I22.3
17547,0.0,AC078883.3
17548,-0.0,HNRNPDP1
17549,0.0,SDCBPP3
17550,-0.0,RP11-536K7.3
17551,-0.0,TNF
17552,0.0,RP11-96K19.2
17553,0.0,LINC00537
17554,-0.0,RPS2P32
17555,0.0,AF196970.3
17556,0.0,FAM27E3
17557,-0.0,AF064858.7
17558,-0.0,PET117
17559,-0.0,RP5-961K14.1
17560,0.0,AF131217.1
17561,-0.0,RPL34P27
17562,-0.0,LYRM9
17563,-0.0,SMG7-AS1
17564,0.0,CTD-2090I13.2
17565,-0.0,TRBV29-1
17566,0.0,SEC1P
17567,0.0,CTAGE3P
17568,-0.0,CTA-212D2.2
17569,-0.0,PHKA1P1
17570,-0.0,RP11-302I18.1
17571,-0.0,RPS11P5
17572,0.0,RP5-977B1.7
17573,0.0,RP5-1115A15.1
17574,-0.0,USP12PY
17575,-0.0,DDX3YP1
17576,-0.0,LINC00342
17577,0.0,AC139099.3
17578,-0.0,HCG25
17579,0.0,IPO7P1
17580,-0.0,RP11-90H3.1
17581,-0.0,SNHG15
17582,-0.0,CYP1B1-AS1
17583,0.0,LINC00327
17584,0.0,AC051649.6
17585,-0.0,RP11-267N12.3
17586,-0.0,AC034220.3
17587,-0.0,RPEP4
17588,-0.0,FAM157B
17589,-0.0,SNHG7
17590,0.0,RP11-42O15.2
17591,-0.0,RP4-725G10.4
17592,0.0,RP11-196G18.3
17593,0.0,AC011899.9
17594,0.0,FAM204BP
17595,-0.0,AC097523.1
17596,-0.0,EEF1A1P14
17597,0.0,LINC00884
17598,0.0,TTLL7-IT1
17599,-0.0,ZFY-AS1
17600,0.0,RP11-440G5.2
17601,0.0,AL672183.2
17602,0.0,AC073869.1
17603,-0.0,LINC00892
17604,-0.0,RP11-344E13.3
17605,-0.0,HOXB-AS3
17606,0.0,RAB1C
17607,0.0,CTAGE7P
17608,-0.0,RP11-220I1.1
17609,0.0,RP4-655J12.4
17610,0.0,HMGA1P8
17611,-0.0,RP11-863K10.4
17612,-0.0,CTD-2020K17.3
17613,-0.0,RP11-421L21.3
17614,0.0,AC108479.2
17615,0.0,LINC00167
17616,-0.0,AC113189.5
17617,-0.0,HIST1H2AM
17618,-0.0,AC004987.9
17619,0.0,CNOT7P1
17620,0.0,AC079807.2
17621,0.0,NPIPB7
17622,-0.0,AP001171.1
17623,-0.0,GS1-257G1.1
17624,0.0,RPL21P134
17625,0.0,AC019181.2
17626,-0.0,LINC00264
17627,0.0,AC006042.8
17628,0.0,HMGB1P31
17629,-0.0,SNRPEP4
17630,0.0,GPX1
17631,-0.0,AC009362.2
17632,-0.0,AC092159.2
17633,0.0,RASA4DP
17634,0.0,TRGV2
17635,0.0,MIPEPP3
17636,0.0,USP32P2
17637,0.0,PFN1P1
17638,0.0,TLR8-AS1
17639,-0.0,ERP29P1
17640,-0.0,CHRM3-AS2
17641,-0.0,Z83844.1
17642,-0.0,RP11-277L2.3
17643,0.0,RP11-396K3.1
17644,-0.0,RPS2P48
17645,-0.0,NKAPP1
17646,0.0,RP11-342D11.3
17647,-0.36897739252094475,AC104809.4
17648,0.0,RP11-458D21.1
17649,-0.0,RP11-296A18.5
17650,0.0,RP11-16L9.3
17651,0.0,RP11-104L21.2
17652,-0.0,AC012065.5
17653,-0.0,EIF3FP3
17654,0.0,RP1-212P9.3
17655,0.0,HOTAIRM1
17656,0.0,RP11-403I13.9
17657,-0.0,RP11-344P13.3
17658,0.0,AGGF1P2
17659,0.0,STXBP5-AS1
17660,-0.0,AC125238.2
17661,0.0,RP11-295G20.2
17662,0.0,U40455.1
17663,-0.0,ST6GALNAC4P1
17664,-0.0,EEF1A1P6
17665,-0.0,CTD-2020K17.4
17666,0.0,TMEM238
17667,0.0,HNRNPLP1
17668,0.0,RP11-570P14.1
17669,0.0,AC092295.7
17670,0.0,RP11-57H14.2
17671,0.0,RP11-326F20.5
17672,-0.0,RP3-486I3.4
17673,0.0,AC016831.7
17674,-0.0,KRT8P39
17675,-0.0,KRT8P15
17676,0.0,AC115617.2
17677,0.0,CYP51A1P2
17678,0.0,RP4-665J23.1
17679,-0.0,BTF3P5
17680,-0.0,RP11-343B5.1
17681,-0.0,ERI3-IT1
17682,-0.0,TWIST2
17683,-0.0,RP11-62H7.2
17684,-0.0,DDX11L10
17685,0.0,LINC01137
17686,0.0,CYP2T2P
17687,0.0,PGAM1P11
17688,-0.0,RP11-8J9.1
17689,-0.0,AC093388.3
17690,-0.0,RP11-571F15.3
17691,-0.0,RNASEH2B-AS1
17692,-0.0,ANAPC1P1
17693,0.0,RP11-184I16.3
17694,0.0,HNRNPA1P27
17695,-0.0,EBAG9P1
17696,0.0,GAS6-AS1
17697,0.0,RPL22P11
17698,-0.0,AC074367.1
17699,-0.0,MYCNOS
17700,0.0,GOT2P3
17701,-0.0,RP11-205K6.1
17702,-0.0,LINC01122
17703,0.0,RP4-666F24.3
17704,0.0,LINC00656
17705,0.0,RPL36AP13
17706,-0.0,RP4-799D16.1
17707,-0.0,AC092835.2
17708,0.0,AC004947.2
17709,-0.0,AC007969.5
17710,0.0,AC098617.1
17711,-0.0,RP11-384P7.6
17712,0.0,RP11-777J24.1
17713,-0.0,HNRNPA1P30
17714,0.0,RP13-314C10.5
17715,0.0,CDC27P1
17716,-0.0,LINC01136
17717,0.0,AC139887.4
17718,-0.0,AC131097.3
17719,0.0,AC139426.2
17720,0.0,AP000695.4
17721,-0.0,RP11-535M15.2
17722,0.0,HIST1H2BN
17723,0.0,EIF4HP1
17724,0.0,ETF1P3
17725,0.0,AC005083.1
17726,-0.0,RP11-255H23.2
17727,-0.0,EIF3LP2
17728,-0.0,KCNQ5-IT1
17729,0.0,RP11-307L3.2
17730,-0.0,AC022201.5
17731,-0.0,AC103563.8
17732,0.0,ADH5P4
17733,-0.0,TTTY15
17734,0.0,AC009302.2
17735,-0.0,RP1-136J15.5
17736,-0.0,YEATS2-AS1
17737,0.0,PAIP1P1
17738,-0.0,RP1-122P22.2
17739,-0.0,RP4-684O24.5
17740,0.0,RP11-65J3.1
17741,-0.0,XXbac-BPG181B23.6
17742,-0.0,Z83851.4
17743,0.0,AC026202.3
17744,0.0,CTC-575D19.1
17745,-0.0,RPS15AP40
17746,0.7992341148217386,AL133493.2
17747,-0.0,RPS28
17748,0.0,MT1XP1
17749,-0.0,KRTAP5-AS1
17750,-0.0,CTC-338M12.4
17751,-0.0,RP11-169K16.7
17752,-0.0,BTF3P6
17753,0.0,RP11-87H9.2
17754,0.0,UBE2SP1
17755,0.0,RP11-250B2.3
17756,0.0,RP11-354E11.2
17757,-0.0,RPS20P10
17758,-0.0,RPSAP14
17759,0.0,GDI2P2
17760,0.0,IGKV3OR2-268
17761,-0.0,RP11-543B16.1
17762,-0.0,RPL5P34
17763,0.0,RP11-310E22.4
17764,0.0,AC062029.1
17765,0.0,RPS3AP44
17766,0.0,TXNP6
17767,0.0,AC123768.3
17768,0.0,RP11-254B13.4
17769,-0.0,RP11-56M3.1
17770,0.0,AC108059.1
17771,-0.0,RP11-308D16.4
17772,0.0,AC074117.10
17773,0.0,TPRG1-AS1
17774,0.0,RP3-388E23.2
17775,0.0,AL391994.1
17776,-0.0,RPS15AP11
17777,-0.0,RP11-288E14.2
17778,0.0,TPT1P1
17779,0.0,RPL13AP6
17780,0.0,TRIM26
17781,-0.0,RP11-120D5.1
17782,0.0,RP13-88F20.1
17783,-0.0,RP11-383C5.5
17784,-0.0,AC009473.1
17785,-0.0,NAP1L4P3
17786,0.0,RP3-460G2.2
17787,-0.0,RP11-613M10.6
17788,-0.0,RNASEH1-AS1
17789,-0.0,HSPA8P1
17790,-0.0,LINC01114
17791,0.0,AC004854.4
17792,0.0,RP5-887A10.1
17793,0.0,FHP1
17794,-0.0,RP5-942I16.1
17795,-0.0,RP11-454L1.2
17796,-0.0,RP11-315I20.1
17797,0.0,RP4-704D21.2
17798,-0.0,AC093616.4
17799,0.22965418058296488,RP11-353N4.5
17800,-0.0,RP4-775C13.1
17801,-0.0,RP11-799O21.2
17802,-0.0,RP11-146I2.1
17803,0.0,AP000936.1
17804,-0.0,RP4-673D20.4
17805,0.0,ZNF879
17806,0.0,AC006026.13
17807,-0.0,RP11-761N21.2
17808,0.0,H2BFS
17809,-0.0,AC116366.6
17810,0.0,RP11-213H15.1
17811,0.0,RP11-54D18.4
17812,0.0,CDK2AP2P1
17813,0.0,RP11-432J24.3
17814,0.0,ST13P18
17815,-0.0,AC012146.7
17816,-0.0,RP11-767N6.2
17817,-0.0,BCAS2P2
17818,-0.0,RPS4XP11
17819,0.0,JAZF1-AS1
17820,0.0,RP11-297L17.6
17821,-0.0,LL0XNC01-116E7.1
17822,-0.0,AP000347.4
17823,0.0,RPS26P47
17824,0.0,AC009945.4
17825,-0.0,TATDN1P1
17826,0.0,SNX18P7
17827,-0.0,AP000330.8
17828,0.0,CTBP2P8
17829,-0.0,AC007278.3
17830,0.0,USP27X-AS1
17831,0.0,AC006547.14
17832,-0.0,ZNF37BP
17833,-0.0,RP11-213G2.1
17834,0.0,RP11-459O1.2
17835,0.0,RP11-1275H24.1
17836,0.0,AC008984.7
17837,0.0,ZNF736
17838,-0.0,RP11-706O15.3
17839,0.0,AC005534.6
17840,0.0,MAGI2-AS3
17841,0.0,PINLYP
17842,-0.0,ZNF101P2
17843,-0.0,RP11-496N12.6
17844,0.0,HNRNPA1P51
17845,-0.0,RPL34-AS1
17846,0.0,GS1-421I3.2
17847,0.0,AC003665.1
17848,0.0,MRPS21P1
17849,-0.0,RPL13AP20
17850,-0.0,RP11-274B18.2
17851,-0.0,AP000253.1
17852,0.0,AC073072.7
17853,0.0,PTGES3P1
17854,-0.0,RP11-39K24.2
17855,-0.0,AC096582.7
17856,0.0,FAM133B
17857,-0.0,RP3-510D11.2
17858,0.0,API5P1
17859,-0.0,BIN2P1
17860,0.0,AC007880.1
17861,0.0,CCT6P3
17862,-0.0,RP11-253E3.1
17863,0.0,RP1-206D15.5
17864,-0.0,MAPKAPK5-AS1
17865,0.0,AL450992.2
17866,-0.0,JRK
17867,0.0,SNRK-AS1
17868,-0.0,RPSAP9
17869,-0.0,RPL7P11
17870,0.0,RP13-297E16.5
17871,0.0,AC016894.1
17872,-0.0,WDR82P1
17873,-0.0,MED14-AS1
17874,-0.0,EIF3FP1
17875,0.0,YWHAEP5
17876,-0.0,AL162151.3
17877,-0.0,AC104820.2
17878,0.0,HMGN2P5
17879,0.0,RP11-262H14.3
17880,-0.0,SDCBP2-AS1
17881,0.0,AC073283.4
17882,0.0,RP1-92O14.3
17883,0.0,RP11-225H22.4
17884,0.0,VDAC1P3
17885,-0.0,HMGA1P4
17886,-0.0,UPF3AP3
17887,-0.0,RP11-166B2.1
17888,0.0,KRT18P15
17889,-0.0,GAS5
17890,-0.0,AC144530.1
17891,0.0,EIF5AP4
17892,-0.0,HLA-B
17893,0.0,AC008132.12
17894,0.0,WASH4P
17895,-0.0,RP11-395P17.3
17896,0.0,CTD-2666L21.1
17897,-0.0,C11orf94
17898,-0.0,TPT1P9
17899,-0.0,EEF1GP5
17900,0.0,HSPA8P3
17901,-0.0,RPS3AP6
17902,0.0,MORF4
17903,0.0,SVILP1
17904,-0.0,U91328.2
17905,-0.0,RP3-400B16.1
17906,-0.0,XRCC6P2
17907,0.0,RP3-322G13.7
17908,0.0,RP11-119H12.4
17909,-0.0,RP11-3P17.3
17910,0.0,HNRNPUL2-BSCL2
17911,-0.0,EIF3EP1
17912,0.0,MIR155HG
17913,-0.0,CTA-407F11.8
17914,-0.0,AC007879.2
17915,-0.0,TEX21P
17916,-0.0,LINC00338
17917,-0.0,RP5-994D16.3
17918,-0.0,RP11-254B13.3
17919,-0.0,AP000344.3
17920,0.0,CDC42P1
17921,-0.0,AC010883.5
17922,0.0,RP11-124N14.3
17923,-0.0,FABP5P7
17924,0.0,TBC1D3C
17925,0.0,FTH1P2
17926,0.0,RP11-423O2.5
17927,-0.0,RP11-534L20.4
17928,-0.0,RP11-3L10.3
17929,-0.0,RP11-480I12.7
17930,-0.0,EIF4A1P2
17931,-0.0,RP3-497J21.1
17932,0.0,COX20P2
17933,0.0,RP11-493K19.3
17934,0.0,RP11-439E19.7
17935,0.0,DPP10-AS1
17936,0.0,AC068580.6
17937,0.0,HMGN1P30
17938,-0.0,C19orf81
17939,0.0,RP5-1099D15.1
17940,-0.0,TECRP1
17941,-0.0,SLC25A5P2
17942,0.0,RPL24P2
17943,0.0,RP11-759L5.2
17944,-0.7636035499704068,AC012074.2
17945,0.0,AC142528.1
17946,0.0,AC010492.2
17947,0.0,SUMO1P3
17948,-0.0,CHCHD2P6
17949,0.0,RPL7L1P3
17950,0.0,AC011747.7
17951,-0.0,RP11-1217F2.1
17952,0.0,ANKRD65
17953,0.0,RP11-329A14.1
17954,0.0,LINC00094
17955,-0.0,ZSCAN31
17956,-0.0,RP1-29C18.8
17957,-0.0,CHCHD2P8
17958,0.0,RP11-229P13.20
17959,0.0,RP11-9M16.2
17960,0.0,AC013474.4
17961,-0.0,RP11-533E19.3
17962,0.0,AC114730.2
17963,0.0,RP6-109B7.4
17964,-0.0,C12orf75
17965,-0.0,AC016405.1
17966,0.0,SMIM1
17967,-0.0,CTB-114C7.3
17968,0.0,FAM203A
17969,-0.0,RPL39P3
17970,-0.0,RPL26P37
17971,0.0,RP11-613C6.4
17972,-0.0,NUCB1-AS1
17973,-0.0,AC009495.2
17974,-0.0,PPP1R3E
17975,-0.0,TMSB10P2
17976,0.0,TSPY26P
17977,-0.0,AC016712.2
17978,0.0,AP000351.10
17979,-0.0,RP13-131K19.1
17980,0.0,SUMO2P1
17981,0.0,RP11-761E20.1
17982,0.0,RP11-122K13.12
17983,-0.0,RP11-384B12.2
17984,0.0,AC010240.2
17985,0.0,TMEM185AP1
17986,0.0,AC093415.2
17987,0.0,NICN1-AS1
17988,-0.0,KDM5C-IT1
17989,-0.0,FAM103A2P
17990,-0.0,MCF2L-AS1
17991,0.0,HLA-W
17992,-0.0,FAUP1
17993,-0.0,HM13-IT1
17994,0.0,LINC00957
17995,-0.0,RPL23AP69
17996,-0.0,DUSP8P5
17997,-0.0,AC012360.4
17998,-0.0,AC007556.3
17999,-0.0,AC009963.6
18000,-0.0,RP11-509J21.3
18001,-0.0,RP11-165F24.2
18002,0.0,RP11-626A1.1
18003,-0.0,CTA-276O3.4
18004,0.0,RP11-399E6.1
18005,0.0,SNRPGP10
18006,-0.0,RPL36AP15
18007,0.0,RP4-764D2.1
18008,-0.0,RP11-206L10.3
18009,0.0,SSR4P1
18010,0.0,RPEL1
18011,-0.0,RP11-477D19.2
18012,0.0,LINC00623
18013,0.0,RP4-641G12.4
18014,-0.0,SNORA71B
18015,0.0,AC007041.2
18016,0.0,RP11-282O18.3
18017,0.0,DPY19L2P4
18018,0.0,RP11-357C3.3
18019,-0.0,RP11-480I12.2
18020,-0.0,TOPORS-AS1
18021,-0.0,RP11-678B3.2
18022,0.0,RPS26P31
18023,-0.0,EIF4A1P7
18024,0.0,RP11-166O4.5
18025,0.0,RP11-122G18.5
18026,-0.0,AC006946.15
18027,0.0,RP11-133O22.6
18028,0.0,AC114755.7
18029,-0.0,JARID2-AS1
18030,0.0,DBF4P1
18031,0.0,AC073046.25
18032,0.0,SNX19P2
18033,-0.0,RP4-639F20.1
18034,-0.0,RP11-693N9.2
18035,0.0,RPS2P7
18036,0.0,RP4-756G23.5
18037,-0.0,RP5-1073O3.7
18038,0.0,AC087294.2
18039,0.0,RP11-383H13.1
18040,-0.0,LINC00402
18041,-0.0,RP11-230B22.1
18042,-0.0,RPL6P27
18043,-0.0,AC005822.1
18044,0.0,SUMO1P4
18045,0.0,NOL5BP
18046,0.0,AC002310.12
18047,-0.0,NFAM1
18048,0.0,AC092580.4
18049,-0.0,XXbac-B33L19.4
18050,0.0,AC007283.4
18051,-0.0,RP11-448G4.2
18052,0.0,GAPDHP65
18053,-0.0,RP5-827C21.1
18054,0.0,AF127936.7
18055,0.0,NSRP1P1
18056,0.0,RP11-324H6.5
18057,-0.0,RPL36AP33
18058,0.0,LINC00494
18059,-0.0,NUS1P1
18060,0.0,LINC00484
18061,0.0,AC064850.4
18062,0.0,RP11-545I5.3
18063,0.0,H3F3AP4
18064,0.0,SAPCD1-AS1
18065,0.0,AC090286.2
18066,0.0,LDHAP2
18067,0.0,NPM1P26
18068,0.0,AC116614.1
18069,-0.0,PA2G4P2
18070,0.0,PCBP2P1
18071,-0.0,LINC00894
18072,-0.0,AC023490.2
18073,0.0,DICER1-AS1
18074,0.0,RP11-340I6.6
18075,-0.0,HMGN1P36
18076,0.0,RP11-32D17.4
18077,-0.0,RP11-634B7.4
18078,-0.0,KIAA0040
18079,0.0,AC138655.4
18080,0.0,BRD7P5
18081,0.0,LINC00607
18082,-0.0,AC000089.3
18083,0.0,XXbac-BPG249D20.9
18084,-0.0,RP11-73M7.6
18085,-0.0,RP11-421L21.2
18086,0.0,MYL6P2
18087,0.0,IFITM4P
18088,-0.0,LINC00263
18089,-0.0,RPL36AP26
18090,0.0,BHLHE40-AS1
18091,-0.0,RP1-60N8.1
18092,0.0,HSP90AB7P
18093,0.0,LDHAP7
18094,0.0,AC005540.3
18095,0.0,AC006978.6
18096,0.0,B3GALT4
18097,-0.0,GSN-AS1
18098,0.0,AP001468.1
18099,-0.0,LINC00941
18100,0.0,AF064858.8
18101,-0.2710073080560711,TSPEAR-AS1
18102,0.0,IGKV3D-7
18103,0.0,TM4SF19-AS1
18104,-0.0,CPB2-AS1
18105,0.0,RHOA-IT1
18106,-0.0,RP1-159A19.3
18107,0.0,RP13-444K19.1
18108,0.0,RP11-39K24.14
18109,-0.0,ASH1L-AS1
18110,-0.0,AC073109.2
18111,-0.0,NEXN-AS1
18112,-0.0,ZNF815P
18113,-0.0,EGOT
18114,-0.0,TTC28-AS1
18115,-0.0,COX7CP1
18116,-0.0,AC018816.3
18117,0.0,MORC2-AS1
18118,0.0,RP11-97N19.2
18119,-0.0,RP11-403I13.8
18120,0.0,AC011747.4
18121,0.0,ASMTL-AS1
18122,0.0,RP4-814D15.1
18123,0.0,RP11-195C7.1
18124,0.0,LINC01036
18125,0.0,RP11-90O23.1
18126,-0.0,FABP5P2
18127,0.0,AC013470.6
18128,0.0,MYCBP2-AS1
18129,0.0,RP11-423O2.2
18130,0.0,GAPDHP14
18131,0.0,RP11-215A21.2
18132,0.0,HSPB1P1
18133,0.0,RP11-389O22.1
18134,0.0,AC074389.9
18135,0.0,HMGN2P28
18136,-0.0,COX10-AS1
18137,0.0,LDHAP3
18138,0.0,RP11-49O14.2
18139,0.0,ZBTB22
18140,0.0,RP11-630I5.1
18141,-0.0,RP11-517P14.7
18142,0.0,RP11-27K13.3
18143,-0.0,AD000090.2
18144,-0.0,MRPS36P1
18145,0.0,RP11-187C18.4
18146,-0.0,PRADC1P1
18147,0.0,TCEA1P4
18148,-0.0,AC003104.1
18149,0.0,KDM4A-AS1
18150,-0.0,AC092594.1
18151,-0.0,AC104135.2
18152,0.0,AC006369.2
18153,0.0,PPP1R11P1
18154,0.0,VEZF1P1
18155,-0.0,MTND4P14
18156,0.0,AC009404.2
18157,0.0,RP11-263K19.6
18158,0.0,RPL26P30
18159,0.0,RP3-467L1.4
18160,-0.0,ENO1-IT1
18161,0.0,CLEC2L
18162,0.0,AC093106.5
18163,0.0,NPM1P8
18164,-0.0,ZBED5
18165,-0.0,GUSBP5
18166,-0.0,RP11-175P19.2
18167,-0.0,AP001189.4
18168,-0.0,RP11-126L15.4
18169,0.0,AC104651.1
18170,-0.0,RPL34P34
18171,0.0,CTD-2033D24.2
18172,0.0,SLFN14
18173,-0.0,RPL5P9
18174,0.0,TRHDE-AS1
18175,0.0,PPIAL4G
18176,0.0,FMR1-IT1
18177,0.0,AC015987.2
18178,-0.0,RP11-59D5__B.2
18179,0.0,SUCLG2P2
18180,-0.0,RP5-827C21.2
18181,-0.0,RP11-334A14.2
18182,0.0,LINC00854
18183,0.0,DDX11L2
18184,-0.0,RP11-125B21.2
18185,0.0,NRADDP
18186,0.0,NDUFAF4P3
18187,0.0,LINC01134
18188,-0.0,AC097662.2
18189,-0.0,FAM157A
18190,-0.0,RP11-175B9.3
18191,-0.0,UBE2L5P
18192,0.0,RP4-785G19.2
18193,0.0,RP11-104D3.2
18194,0.0,AC007040.8
18195,-0.0,GCNT1P1
18196,0.0,PKMP1
18197,0.0,RP11-537I16.2
18198,0.0,EIF2S2P3
18199,0.0,RP11-255J3.2
18200,0.0,LINC00896
18201,-0.0,RP11-162G10.5
18202,-0.0,AL773604.8
18203,-0.0,AC007278.2
18204,-0.0,RP1-125I3.2
18205,0.0,RP13-254B10.1
18206,-0.0,H3F3BP1
18207,0.0,RC3H1-IT1
18208,-0.0,RP11-732M18.3
18209,0.0,HNRNPA1P54
18210,0.0,RP11-510H23.1
18211,-0.0,RPL13AP5
18212,0.0,RP11-396M11.1
18213,0.0,HNRNPA3P5
18214,-0.0,RP11-39K24.7
18215,0.0,RAD23BP1
18216,0.0,SNRPGP14
18217,0.0,RP11-95P9.1
18218,-0.0,PRPF38AP2
18219,0.0,AP004290.1
18220,-0.0,IGHD7-27
18221,-0.0,RANP1
18222,-0.0,ZNF853
18223,-0.0,RP11-46H11.12
18224,-0.0,PITPNA-AS1
18225,0.0,CCDC163P
18226,0.0,RP11-211A18.1
18227,-0.0,AC079780.3
18228,-0.0,RP11-108L7.4
18229,0.0,KRT18P5
18230,-0.0,MTX1P1
18231,0.0,RP11-296P7.4
18232,-0.0,AC068282.3
18233,-0.0,HMGA1P1
18234,0.0,BZW1P1
18235,-0.0,EIF1AXP1
18236,-0.0,AC108448.2
18237,-0.0,RP5-1024G6.2
18238,-0.0,RPL31P63
18239,0.0,RP11-370B11.1
18240,0.0,MKLN1-AS
18241,-0.0,DNAJC9-AS1
18242,-0.0,RP11-159H3.1
18243,0.0,RP11-1029M24.1
18244,0.0,RP11-365O16.1
18245,0.0,INTS6-AS1
18246,-0.0,RP11-430C7.2
18247,-0.0,LINC00299
18248,-0.0,RP11-142L4.2
18249,-0.0,RPL24P8
18250,0.0,SNX25P1
18251,-0.0,RP5-886K2.3
18252,-0.0,BTF3P8
18253,-0.0,RP11-446E9.1
18254,0.0,ANKRD20A7P
18255,0.0,Z97634.3
18256,-0.0,CBR3-AS1
18257,-0.0,LINC00421
18258,0.0,RP11-399K21.10
18259,-0.0,AC091633.2
18260,0.0,BMS1P20
18261,0.0,RP11-3D23.1
18262,0.0,NIFK-AS1
18263,0.0,LINC00106
18264,-0.0,DDX11L5
18265,0.0,TMSB4XP1
18266,0.0,C5orf27
18267,-0.0,MIR600HG
18268,0.0,RP11-439A17.7
18269,0.0,AP003774.1
18270,0.0,PTGES3P4
18271,-0.0,C8orf56
18272,0.0,RP11-6B6.3
18273,0.0,RP11-640M9.1
18274,0.0,ZDHHC20-IT1
18275,-0.0,FABP5P1
18276,-0.0,RP11-165H4.2
18277,-0.0,ANKRD44-IT1
18278,-0.0,RPL12L3
18279,0.0,GAPDHP21
18280,-0.0,ZNRF2P1
18281,0.0,AL591704.5
18282,0.0,CTA-984G1.5
18283,0.0,AC012314.8
18284,-0.0,RP3-486I3.7
18285,-0.0,CASP3P1
18286,-0.0,ZEB1-AS1
18287,-0.0,NDUFA6-AS1
18288,-0.5943219106137398,AC018738.2
