,coefficient,gene
6695,0.0,INTS12
6696,-0.0,ENPEP
6697,0.0,CASP6
6698,0.0,LEF1
6699,-0.0,HADH
6700,-0.0,EGF
6701,0.0,PAPSS1
6702,0.0,SEC24B
6703,0.0,PPP3CA
6704,-0.0,SLC39A8
6705,-1.7101060331223736,FBN2
6706,-0.0,MAPK8IP3
6707,0.0,RGS3
6708,0.0,GUCD1
6709,0.0,RNF185
6710,-0.0,PARVG
6711,0.0,B4GALNT3
6712,-0.0,PDE6H
6713,-0.0,ERP27
6714,-0.0,ETV6
6715,-0.0,GABARAPL1
6716,0.0,KIF21A
6717,0.0,CPNE8
6718,-0.0,YARS2
6719,0.0,FGD4
6720,-0.0,ALG10
6721,0.0,FAM60A
6722,-0.0,AEBP2
6723,-0.0,METTL20
6724,-0.0,ETNK1
6725,-0.0,ZCRB1
6726,0.0,TMEM117
6727,0.0,PRICKLE1
6728,0.0,C1RL
6729,-0.0,NDUFA9
6730,-0.0,CLSTN3
6731,0.0,KLRG1
6732,-0.0,VAMP1
6733,0.0,TAPBPL
6734,0.0,CD27
6735,-0.0,RBP5
6736,0.0,PEX5
6737,0.0,PIANP
6738,-0.0,AMIGO2
6739,-0.0,SCAF11
6740,-0.0,COL2A1
6741,-0.0,LLPH
6742,-0.0,RPL14P1
6743,-0.0,9-Mar
6744,-0.0,GLIPR1
6745,0.0,PHLDA1
6746,0.0,TMEM19
6747,0.0,DUSP6
6748,0.0,POC1B
6749,-0.0,TMTC3
6750,-0.0,LUM
6751,-0.0,SNRPF
6752,-0.0,AMDHD1
6753,0.0,NEDD1
6754,0.0,SYCP3
6755,-0.0,GAS2L3
6756,0.0,SLC15A4
6757,-0.0,TDG
6758,-0.0,RITA1
6759,-0.0,SDSL
6760,-0.0,MMAB
6761,0.0,GLTP
6762,-0.0,GIT2
6763,-0.0,TCHP
6764,-0.0,FAM222A
6765,-0.0,NUPL1
6766,-0.0,MTMR6
6767,0.0,SLC46A3
6768,0.0,SLC7A1
6769,0.0,LNX2
6770,0.0,SUOX
6771,-0.0,CCDC65
6772,-0.0,SLC39A5
6773,-0.0,TARBP2
6774,-0.0,RDH16
6775,0.0,ACVRL1
6776,0.0,GPR84
6777,-0.0,NABP2
6778,0.0,N4BP2L1
6779,-0.0,CELA1
6780,-0.0,SMARCC2
6781,0.0,BRCA2
6782,-0.0,KANSL2
6783,0.0,CERS5
6784,0.0,MAP3K12
6785,0.0,ITGB7
6786,0.0,GALNT6
6787,-0.0,CSAD
6788,-0.0,LMBR1L
6789,-0.0,C12orf10
6790,0.0,ESYT1
6791,0.0,TMBIM6
6792,-0.0,ANKRD52
6793,-0.0,ZNF740
6794,-0.0,WDFY2
6795,-0.0,HNRNPA1L2
6796,-0.4766545604725453,LPAR6
6797,-0.0,ESD
6798,0.0,RB1
6799,-0.0,SBNO1
6800,-0.0,MORN3
6801,-0.0,SETD1B
6802,0.0,VPS33A
6803,-0.0,VPS37B
6804,0.0,RHOF
6805,-0.0,DENR
6806,0.0,DIAPH3
6807,0.0,SLAIN1
6808,0.0,RBM26
6809,-0.0,MBNL2
6810,-0.0,ABHD13
6811,0.0,RAB20
6812,-0.0,GRTP1
6813,0.0,CUL4A
6814,-0.0,CDH24
6815,-0.0,REM2
6816,-0.0,CBLN3
6817,0.0,TSSK4
6818,-0.0,NOVA1
6819,0.0,FITM1
6820,0.0,TMX1
6821,-0.0,FRMD6
6822,-0.0,PELI2
6823,-0.6713526409435967,RTN1
6824,-0.0,C14orf37
6825,0.0,SLC38A6
6826,-0.0,NAA30
6827,-0.0,DCAF5
6828,-0.0,RAB15
6829,-0.0,WDR89
6830,-0.0,ESR2
6831,-0.0,STON2
6832,0.0,EFCAB11
6833,0.0,GPR65
6834,-0.0,PTGR2
6835,0.0,JDP2
6836,-0.0,AK7
6837,-0.0,SLC24A4
6838,0.0,FBLN5
6839,0.0,C14orf79
6840,0.0,WARS
6841,-0.0,WDR20
6842,0.0,NIPA2
6843,-0.0,HERC2P2
6844,0.0,SLC12A6
6845,0.0,DUOXA1
6846,-0.0,MFAP1
6847,0.0,TCF12
6848,-0.0,SORD
6849,-0.0,SERF2
6850,0.0,ZSCAN29
6851,0.0,DUOX2
6852,0.0,LYSMD2
6853,0.0,SLC27A2
6854,0.0,FGF7
6855,-0.0,HDC
6856,0.0,BNIP2
6857,0.0,GTF2A2
6858,-0.0,SRP14
6859,0.0,BAHD1
6860,0.0,DISP2
6861,-0.0,CDAN1
6862,-0.0,TLE3
6863,0.0,ANP32A
6864,-0.0,COMMD4
6865,-0.0,UBE2Q2
6866,-0.0,PSTPIP1
6867,-0.0,ETFA
6868,-0.0,BCL2A1
6869,0.0,HMG20A
6870,0.0,SCAPER
6871,0.0,TSPAN3
6872,-0.0,WDR61
6873,0.0,NCOA2
6874,0.0,NEIL1
6875,-0.0,MAN2C1
6876,0.0,DNAJA4
6877,0.0,MESDC1
6878,0.0,TPM1
6879,0.0,IGF1R
6880,0.0,ARRDC4
6881,0.0,PIF1
6882,-0.0,USP3
6883,-0.0,BBS4
6884,-0.0,PML
6885,0.0,ADAMTS17
6886,-0.0,LINS
6887,-0.0,ULK3
6888,-0.0,PCSK6
6889,0.0,SCAMP2
6890,-0.0,HAPLN3
6891,0.0,POLG
6892,-0.0,FANCI
6893,0.0,ABHD2
6894,-0.0,WDR93
6895,0.0,TICRR
6896,0.0,NTRK3
6897,-0.0,DET1
6898,0.0,MFGE8
6899,-0.0,ZNF710
6900,0.0,UNC45A
6901,-0.0,MCTP2
6902,0.0,FURIN
6903,0.0,IQGAP1
6904,-0.0,CRTC3
6905,-0.0,EFTUD1
6906,-0.0,SEC11A
6907,0.0,12-Sep
6908,0.0,GLYR1
6909,-0.0,PMM2
6910,-0.0,SLC5A2
6911,0.0,ITGAX
6912,-0.0,TGFB1I1
6913,-0.0,C16orf58
6914,0.0,ARMC5
6915,0.0,PARN
6916,-0.0,FTO
6917,-0.0,UQCRC2
6918,-0.0,CDR2
6919,-0.0,IGSF6
6920,-0.0,ARHGAP17
6921,-0.0,MYLK3
6922,0.0,NKD1
6923,-0.0,DHX38
6924,-0.0,TXNL4B
6925,-0.0,ZFHX3
6926,-0.0,CLEC18B
6927,0.0,CPNE2
6928,0.0,NLRC5
6929,-0.0,KATNB1
6930,0.0,KIFC3
6931,-0.0,ADAMTS18
6932,-0.0,NUDT7
6933,-0.0,GCSH
6934,-0.0,CMTM3
6935,0.0,CMTM2
6936,-0.0,CDH11
6937,0.0,NOL3
6938,-0.0,MAP1LC3B
6939,-0.0,MBTPS1
6940,0.0,ZCCHC14
6941,0.0,TLDC1
6942,-0.0,OSGIN1
6943,0.0,IRF8
6944,-0.0,RHOT2
6945,0.0,ZSCAN32
6946,-0.0,RPS2
6947,-0.0,NDUFB10
6948,0.0,PDPK1
6949,0.0,TIGD7
6950,-0.0,DEF8
6951,-0.0,TCF25
6952,0.0,GALNS
6953,0.0,GAS8
6954,0.0,MED9
6955,0.0,NCOR1
6956,-0.0,COPS3
6957,0.0,GID4
6958,-0.0,ZNF287
6959,-0.0,KSR1
6960,-0.0,CIRH1A
6961,-0.0,RANBP10
6962,-0.0,CTRL
6963,0.0,DPEP3
6964,0.0,GFOD2
6965,-0.0,NOB1
6966,0.0,PRPSAP2
6967,-0.0,MYO19
6968,-0.0,DDX52
6969,-0.0,RASL10B
6970,0.0,UNC45B
6971,-0.0,PCTP
6972,-0.0,TOM1L1
6973,-0.0,C17orf80
6974,-0.0,TOB1
6975,0.0,VPS53
6976,-0.0,SGSM2
6977,-0.0,NPEPPS
6978,-0.0,SKAP1
6979,-0.0,LRRC46
6980,-0.0,SCRN2
6981,0.0,SSH2
6982,0.0,RHBDL3
6983,-0.0,ARSG
6984,-0.0,ABCA8
6985,-0.0,G6PC3
6986,0.0,CLTC
6987,0.0,C17orf64
6988,-0.0,BCAS3
6989,-0.0,PTRH2
6990,0.0,SS18
6991,-0.0,TAF4B
6992,0.0,AFG3L2
6993,0.0,SLMO1
6994,-0.0,IMPA2
6995,0.0,GNAL
6996,0.0,SLC39A6
6997,0.0,RPRD1A
6998,-0.0,C18orf21
6999,-0.0,GALNT1
7000,0.0,ADCYAP1
7001,-0.0,GAREM
7002,-0.0,ESCO1
7003,0.0,OSBPL1A
7004,-0.0,GATA6
7005,0.0,C18orf8
7006,-0.0,PELP1
7007,0.0,NPC1
7008,-0.0,SLC14A1
7009,-0.0,ARRB2
7010,0.0,ZMYND15
7011,-0.0,WRAP53
7012,0.0,MINK1
7013,-0.0,SAT2
7014,0.0,ASGR1
7015,0.0,PIK3R5
7016,-0.0,TP53
7017,0.0,CCDC40
7018,0.0,ARHGDIA
7019,-0.0,TMC6
7020,0.0,SLC16A3
7021,0.0,CARD14
7022,-0.0,TTYH2
7023,0.0,RAB40B
7024,0.0,EIF4A3
7025,-0.0,CSNK1D
7026,-0.0,ANAPC11
7027,-0.0,TBCD
7028,0.0,FN3KRP
7029,-0.0,NARF
7030,-0.0,RPTOR
7031,0.0,FOXK2
7032,0.0,TRIM65
7033,0.0,CBX8
7034,-0.0,SECTM1
7035,0.0,RNF157
7036,-0.0,AZI1
7037,-0.0,WDR45B
7038,0.0,CBX4
7039,0.0,RNF165
7040,-0.0,DYM
7041,0.0,ELAC1
7042,-0.0,MBD1
7043,-0.0,SMAD4
7044,-0.0,TNFRSF11A
7045,-0.0,ZCCHC2
7046,-0.0,FBXO15
7047,-0.0,CBLN2
7048,-0.0,PMAIP1
7049,0.0,LEPREL4
7050,-0.0,NT5C3B
7051,0.0,FAM134C
7052,-0.0,PIP4K2B
7053,0.0,ERBB2
7054,0.0,MIEN1
7055,0.0,PNMT
7056,-0.0,ARL5C
7057,-0.0,IGFBP4
7058,-0.0,FKBP10
7059,0.0,TXNL4A
7060,0.0,CACNA1A
7061,-0.0,hsa-mir-1199
7062,0.0,SAMD1
7063,-0.0,BRD4
7064,-0.0,SLC39A3
7065,0.0,NFIC
7066,-0.0,TPGS1
7067,0.0,PPAP2C
7068,-0.0,PRDM15
7069,-0.0,PFKL
7070,0.0,FEM1A
7071,0.0,VAV1
7072,0.0,MVB12A
7073,-0.0,CIB3
7074,0.0,SH3GL1
7075,-0.0,DUS3L
7076,-0.0,DPP9
7077,0.0,DMRTC2
7078,0.0,CCDC97
7079,0.0,TMEM91
7080,-0.0,ZFP14
7081,-0.0,SIRT3
7082,0.0,IFITM3
7083,-0.0,ATHL1
7084,0.0,COL6A1
7085,0.0,IFNAR1
7086,-0.0,SOD1
7087,-0.0,COL6A2
7088,0.0,SIK1
7089,0.0,TRPM2
7090,-0.0,SCYL1
7091,0.0,TMEM50B
7092,-0.0,APP
7093,0.0,DOPEY2
7094,0.0,URB1
7095,-0.0,AKT1
7096,0.0,EMP3
7097,-0.0,SAE1
7098,-0.0,NTN5
7099,-0.0,LMTK3
7100,0.0,GEMIN7
7101,-0.0,WTIP
7102,-0.0,ADAMTS10
7103,0.0,RNPEPL1
7104,-0.0,CAPN10
7105,0.0,MYO1F
7106,-0.0,ERVK3-1
7107,-0.0,NLRP12
7108,0.0,CACNG8
7109,0.0,ZNF787
7110,-0.0,C19orf52
7111,0.0,CARM1
7112,0.0,EVI5L
7113,0.0,SLC47A1
7114,-0.0,PSMB6
7115,-0.0,GPR32
7116,0.0,SIGLEC10
7117,0.0,ZNF473
7118,0.0,FAM71E1
7119,-0.0,RPS11
7120,-0.0,RPL13A
7121,0.0,CTU1
7122,-0.0,NOSIP
7123,-0.0,IGLON5
7124,0.0,RCN3
7125,-0.0,ZNF614
7126,0.0,SLC2A5
7127,0.0,RERE
7128,0.0,MMEL1
7129,0.0,PRDM16
7130,0.0,PADI3
7131,0.0,FHAD1
7132,-0.0,EPHA2
7133,0.0,ARHGEF19
7134,0.0,EFHD2
7135,0.0,PEX14
7136,0.0,PGD
7137,0.0,SH3BGRL3
7138,0.0,CNKSR1
7139,-0.0,RPL11
7140,-0.0,ZNF593
7141,0.0,C1orf216
7142,-0.0,KIAA0319L
7143,-0.0,EVA1B
7144,0.0,PLK4
7145,0.0,MAP3K6
7146,-0.0,GPN2
7147,-0.0,SYTL1
7148,0.0,WDTC1
7149,0.0,NBPF3
7150,0.0,HSPG2
7151,-0.0,ITGB3BP
7152,-0.0,SERBP1
7153,-0.0,BCL10
7154,-0.0,CYR61
7155,-0.0,PRKACB
7156,-0.0,PIGK
7157,0.0,TINAGL1
7158,-0.0,ADC
7159,-0.0,RPS8
7160,0.0,KIF2C
7161,-0.0,PTPRF
7162,-0.0,BEST4
7163,0.0,MOB3C
7164,0.0,LMO4
7165,-0.0,MTF2
7166,-0.0,SLC44A3
7167,-0.0,IGSF3
7168,-0.0,ZNF697
7169,0.0,CTTNBP2NL
7170,0.0,STRIP1
7171,-0.0,PSMA5
7172,-0.0,FNDC7
7173,0.0,C1orf162
7174,0.0,CD53
7175,-0.0,CELSR2
7176,0.0,ITGA10
7177,-0.0,GPR161
7178,0.0,ALDH9A1
7179,0.0,ATP1B1
7180,0.0,TIPRL
7181,-0.0,NME7
7182,0.0,POGK
7183,-0.0,MPC2
7184,0.0,CREG1
7185,0.0,DCAF6
7186,-0.0,GPA33
7187,-0.0,TBX19
7188,0.0,UCK2
7189,0.0,TMCO1
7190,0.0,XCL1
7191,0.0,XCL2
7192,-0.0,POU2F1
7193,-0.0,MAEL
7194,-0.0,ILDR2
7195,-0.0,MGST3
7196,-0.0,ADCY10
7197,0.0,RFWD2
7198,0.0,PVRL4
7199,-0.0,UFC1
7200,-0.0,PPOX
7201,-0.0,FCGR2A
7202,0.0,NUF2
7203,-0.0,RGS5
7204,0.0,SDHC
7205,0.0,PFDN2
7206,-0.0,USP21
7207,0.0,PRCC
7208,0.0,FCRL5
7209,0.0,RRNAD1
7210,-0.0,MRPL24
7211,0.0,PIGM
7212,1.644417317139901,CASQ1
7213,-0.0,ISG20L2
7214,-0.0,CRABP2
7215,0.0,HDGF
7216,-0.0,ABL2
7217,0.0,XPR1
7218,0.0,RGS16
7219,0.0,TOR1AIP1
7220,0.0,HMCN1
7221,0.0,RGL1
7222,0.0,LYPLAL1
7223,-0.0,PRUNE
7224,0.0,RORC
7225,-0.0,TUFT1
7226,0.0,SF3B4
7227,0.0,ECM1
7228,-0.0,ZNF687
7229,0.0,TARS2
7230,0.0,CGN
7231,0.0,SNX27
7232,-0.0,SETDB1
7233,0.0,ADAMTSL4
7234,0.0,MCL1
7235,-0.0,CTSK
7236,0.0,RFX5
7237,-0.0,PI4KB
7238,0.0,PIP5K1A
7239,-0.0,ANP32E
7240,0.0,FAM63A
7241,0.0,ANXA9
7242,-0.0,SELENBP1
7243,0.0,CERS2
7244,0.0,ENSA
7245,0.0,AC027612.6
7246,0.0,SEMA6C
7247,-0.0,MRPL9
7248,0.0,ARNT
7249,-0.0,POGZ
7250,0.0,C1orf56
7251,0.0,OAZ3
7252,-0.0,HORMAD1
7253,0.0,GOLPH3L
7254,-0.0,GABPB2
7255,-0.0,IKBKE
7256,-0.0,DTL
7257,0.0,DYRK3
7258,-0.0,EIF2D
7259,0.0,INTS7
7260,-0.0,VASH2
7261,0.0,TAF1A
7262,-0.0,SMYD2
7263,0.0,SUSD4
7264,-0.0,DUSP10
7265,0.0,HHIPL2
7266,-0.0,TP53BP2
7267,-0.0,ATP8B2
7268,0.0,ADAM15
7269,-0.0,JTB
7270,0.0,RAB13
7271,0.0,S100A8
7272,0.0,TPM3
7273,-0.0,NUP210L
7274,0.0,SNAPIN
7275,0.0,SLC27A3
7276,0.0,UBAP2L
7277,0.0,SLC39A1
7278,0.0,HAX1
7279,-0.0,CREB3L4
7280,-0.0,EFNA3
7281,-0.0,AQP10
7282,0.0,KCNN3
7283,-0.0,C1orf43
7284,0.0,GATAD2B
7285,-0.0,ILF2
7286,-0.0,RIT1
7287,-0.0,INTS3
7288,-0.0,PKLR
7289,-0.0,HCN3
7290,0.0,ACTA1
7291,0.0,C1orf131
7292,0.0,GALNT2
7293,0.0,TTC13
7294,0.0,SCCPDH
7295,0.0,LYST
7296,-0.0,MLK4
7297,0.0,CEP170
7298,-0.0,ACP1
7299,0.0,SNAP47
7300,-0.0,SRP9
7301,-0.0,NVL
7302,-0.0,SDE2
7303,0.0,DEGS1
7304,-0.0,FBXO28
7305,0.0,ARF1
7306,0.0,CNIH4
7307,0.0,ITPKB
7308,-0.0,GUK1
7309,0.0,CDC42BPA
7310,-0.0,CNIH3
7311,-0.0,C1orf35
7312,0.0,MBOAT2
7313,-0.0,PARP1
7314,0.0,PSEN2
7315,0.0,PYCR2
7316,0.0,LBR
7317,0.0,WNT9A
7318,0.0,EPHX1
7319,0.24182320886456188,REN
7320,0.0,SOX13
7321,-0.0,ETNK2
7322,-0.0,PPFIA4
7323,-0.0,PLEKHA6
7324,-0.0,PTPN7
7325,0.0,SYT2
7326,0.0,ARL8A
7327,-0.0,GDF7
7328,-0.0,PDIA6
7329,0.0,RHOB
7330,-0.0,ATP6V1C2
7331,-0.0,HNRNPLL
7332,-0.0,GALM
7333,-0.0,CAMKMT
7334,0.0,EML4
7335,0.0,CALM2
7336,-0.0,CHAC2
7337,-0.0,RPS27A
7338,-0.0,WDPCP
7339,0.0,VPS54
7340,0.0,ASXL2
7341,-0.0,ETAA1
7342,0.0,SNRPG
7343,-0.0,ABHD1
7344,-0.0,MEIS1
7345,-0.0,CIAO1
7346,-0.0,ZNF514
7347,-0.0,SNRNP200
7348,0.0,MRPS5
7349,-0.0,ANKRD53
7350,-0.0,TPRKB
7351,-0.0,EXOC6B
7352,-0.0,SFXN5
7353,-0.0,TEX261
7354,0.0,DQX1
7355,0.0,DUSP11
7356,-0.0,ST6GAL2
7357,-0.0,NPHP1
7358,-0.0,MALL
7359,-0.0,THNSL2
7360,0.0,RALB
7361,-0.0,TMEM177
7362,-0.0,NT5DC4
7363,-0.0,RABL2A
7364,-0.0,SLC20A1
7365,-0.0,FBLN7
7366,-0.0,RP11-395L14.17
7367,-0.0,ZC3H8
7368,0.0,LIPT1
7369,-0.0,FAHD2B
7370,-0.0,LYG1
7371,-0.0,AFF3
7372,-0.0,UBXN4
7373,-0.0,SPOPL
7374,-0.0,POLR2D
7375,-0.0,AMMECR1L
7376,0.0,PKP4
7377,0.0,SLC4A10
7378,0.0,SCRN3
7379,0.0,KIAA1715
7380,-0.0,CDCA7
7381,-0.0,DLX1
7382,0.0,UBR3
7383,0.0,PHOSPHO2
7384,0.0,GULP1
7385,0.0,FAM171B
7386,-0.0,HSPD1
7387,-0.0,CCDC150
7388,0.0,METTL21A
7389,0.0,UNC80
7390,-0.0,PTH2R
7391,0.0,NBEAL1
7392,-0.0,KANSL1L
7393,0.0,SPAG16
7394,0.0,SUMF1
7395,-0.0,RHBDD1
7396,0.0,ACKR3
7397,-0.0,HES6
7398,-0.0,ESPNL
7399,-0.0,ANKMY1
7400,-0.0,COPS7B
7401,-0.0,DIS3L2
7402,-0.0,CPNE9
7403,-0.0,FANCD2
7404,-0.0,TAMM41
7405,0.0,VGLL4
7406,0.0,RAB5A
7407,0.0,FAM134A
7408,0.0,CTDSP1
7409,-0.0,RQCD1
7410,-0.0,STK11IP
7411,-0.0,GMPPA
7412,-0.0,EAF1
7413,0.0,DYNC1LI1
7414,0.0,RBMS3
7415,0.0,OSBPL10
7416,0.0,POMGNT2
7417,-0.0,ACKR2
7418,-0.0,FAM198A
7419,-0.0,CSRNP1
7420,-0.0,SLC25A38
7421,0.0,ITGA9
7422,0.0,GOLGA4
7423,0.0,CTDSPL
7424,0.0,STAC
7425,0.0,IQSEC1
7426,-0.0,CAND2
7427,-0.0,RPL32
7428,-0.0,PTPRG
7429,0.0,SHQ1
7430,-0.0,SLC25A26
7431,0.0,UBA3
7432,0.0,ARL6IP5
7433,0.0,TMF1
7434,-0.0,LRIG1
7435,0.0,LIMD1
7436,0.0,ZNF660
7437,-0.0,NFKBIZ
7438,0.0,NXPE3
7439,0.0,MYH15
7440,0.0,PHLDB2
7441,0.0,ABHD10
7442,-0.0,PLA1A
7443,-0.0,RABL3
7444,0.0,ADPRH
7445,0.0,IGSF11
7446,-0.0,ATG3
7447,0.0,NR1I2
7448,0.0,BOC
7449,-0.0,SRPRB
7450,0.0,TMEM108
7451,-0.0,MED12L
7452,-0.0,EIF2A
7453,-0.0,OSBPL11
7454,0.0,TRPC1
7455,0.0,NCEH1
7456,-0.0,FAM86B2
7457,-0.0,LPP
7458,0.0,TMEM44
7459,-0.0,KIAA0226
7460,-0.0,AMT
7461,0.0,TCTA
7462,-0.0,NICN1
7463,-0.0,VPRBP
7464,0.0,MANF
7465,-0.0,STXBP5L
7466,0.0,EAF2
7467,-0.0,ILDR1
7468,0.2549686546347712,MUC4
7469,0.0,SLIT2
7470,-0.0,EIF2B5
7471,-0.0,ECE2
7472,0.0,DGKQ
7473,-0.0,FIP1L1
7474,-0.0,SLC26A1
7475,0.0,LYAR
7476,-0.0,CENPC
7477,0.0,CORIN
7478,0.0,ATP10D
7479,-0.0,OCIAD2
7480,-0.0,SLC10A4
7481,0.0,SCD5
7482,0.0,PLAC8
7483,0.0,ENOPH1
7484,0.0,TRMT10A
7485,0.0,KLHL8
7486,0.0,SNCA
7487,-0.0,PYURF
7488,0.0,TBCK
7489,-0.0,CAMK2D
7490,0.0,CISD2
7491,0.431784523982412,DDIT4L
7492,0.0,ANK2
7493,0.0,TIFA
7494,0.0,SPATA5
7495,0.0,CCNA2
7496,0.0,METTL14
7497,0.0,USP53
7498,0.0,SETD7
7499,-0.0,NAF1
7500,-0.0,1-Mar
7501,-0.0,RPS3A
7502,0.0,RNF175
7503,0.0,PDGFC
7504,0.0,CBR4
7505,0.0,CYP4V2
7506,-0.0,ROPN1L
7507,-0.0,NDUFS6
7508,-0.0,6-Mar
7509,0.0,NKD2
7510,-0.0,SRD5A1
7511,0.0,MYO10
7512,0.0,FAM105A
7513,-0.0,RPL37
7514,0.0,SKP2
7515,-0.2707600727839888,OSMR
7516,0.0,PLK2
7517,0.0,GZMA
7518,-0.0,PIK3R1
7519,0.0,LHFPL2
7520,-0.0,SSBP2
7521,-0.0,ANKRD31
7522,0.0,IQGAP2
7523,-0.0,CRHBP
7524,0.0,RASA1
7525,0.0,GIN1
7526,0.0,PPIP5K2
7527,0.0,PAM
7528,0.0,BDP1
7529,-0.0,GTF2H2
7530,0.0,SLC30A5
7531,-0.0,BTF3
7532,-0.0,FBXL17
7533,0.0,SPATA9
7534,-0.0,TSLP
7535,0.0,TNFAIP8
7536,-0.0,FEM1C
7537,0.0,COMMD10
7538,-0.0,ATG12
7539,-0.0,MEGF10
7540,-0.0,YIPF5
7541,0.0,ARHGAP26
7542,-0.0,DDX46
7543,-0.0,TIMD4
7544,-0.0,RNF145
7545,-0.0,C1QTNF2
7546,-0.0,FBXO38
7547,-0.0,PCYOX1L
7548,-0.0,TNIP1
7549,-0.0,G3BP1
7550,-0.0,ZNF300
7551,0.0,N4BP3
7552,-0.0,NHP2
7553,0.0,RMND5B
7554,-0.0,BOD1
7555,-0.0,TENM2
7556,0.0,KCNMB1
7557,-0.0,FAM50B
7558,-0.0,MYLK4
7559,-0.0,TBC1D7
7560,-0.0,FARS2
7561,0.0,GFOD1
7562,0.0,CDKAL1
7563,-0.0,PSD2
7564,-0.0,LRRTM2
7565,-0.0,ZMAT2
7566,0.0,GFRA3
7567,-0.0,KLHL3
7568,-0.0,TRIM7
7569,-0.0,TRIM41
7570,-0.0,HIGD2A
7571,-0.0,FAM193B
7572,-0.0,PLA2G7
7573,0.0,TNFRSF21
7574,-0.0,RNF44
7575,0.0,MUT
7576,0.0,RASGEF1C
7577,0.0,DOK3
7578,-0.0,ABT1
7579,0.0,PPP1R18
7580,-0.0,DAAM2
7581,0.0,PRIM2
7582,0.0,LGSN
7583,0.0,FGD2
7584,0.0,SCUBE3
7585,-0.0,ANO7
7586,-0.0,CRIP3
7587,-0.0,TCTE1
7588,-0.0,RPL7L1
7589,-0.0,NFKBIE
7590,0.0,TPBG
7591,-0.0,IRAK1BP1
7592,-0.0,PHIP
7593,-0.0,MMS22L
7594,0.0,PNRC1
7595,-0.0,PM20D2
7596,0.0,RARS2
7597,-0.0,SCML4
7598,-0.0,TBC1D32
7599,0.0,RNF217
7600,0.0,ARHGAP18
7601,0.0,ABRACL
7602,-0.0,SLC18B1
7603,0.0,MTFR2
7604,-0.0,SLC2A12
7605,0.0,SHPRH
7606,0.0,AIG1
7607,0.0,DYNLT1
7608,-0.0,TIAM2
7609,0.0,TMEM181
7610,-0.0,PNLDC1
7611,-0.0,WTAP
7612,0.0,ZMYM4
7613,0.0,VIP
7614,0.0,C6orf211
7615,-0.0,SLC22A3
7616,0.0,VWDE
7617,0.0,GNA12
7618,0.0,C7orf50
7619,-0.0,SDK1
7620,-0.0,WASH2P
7621,0.0,CCZ1B
7622,-0.0,C7orf26
7623,-0.0,RBAK
7624,-0.0,CREB5
7625,-0.0,EGFR
7626,0.0,CDCA5
7627,-0.0,IGFBP3
7628,-0.0,PURB
7629,-0.0,AC004453.8
7630,0.0,SRCRB4D
7631,-0.0,MDH2
7632,-0.0,POMZP3
7633,-0.0,GBAS
7634,-0.0,CCT6A
7635,-0.0,PSPH
7636,-0.0,ZNF92
7637,-0.0,ATXN7L1
7638,-0.0,TMEM168
7639,-0.0,C7orf43
7640,-0.0,SLC12A9
7641,-0.0,GIGYF1
7642,-0.0,TRIM4
7643,-0.0,MEPCE
7644,-0.0,ZAN
7645,-0.0,TMEM209
7646,-0.0,AGBL3
7647,-0.0,ZC3HAV1L
7648,-0.0,TMEM140
7649,-0.0,TLK2
7650,-0.0,EPHA1
7651,-0.0,NOM1
7652,-0.0,NCAPG2
7653,0.0,SHROOM2
7654,0.0,RAB19
7655,-0.0,C7orf55-LUC7L2
7656,-0.0,TMEM27
7657,-0.0,SH3KBP1
7658,0.0,LANCL3
7659,0.0,CASK
7660,0.0,KDM6A
7661,0.0,SPIN2A
7662,0.0,MSN
7663,0.0,CCNB3
7664,-0.0,HDAC8
7665,-0.0,SLC16A2
7666,0.0,ZNF157
7667,-0.0,ZNF182
7668,-0.0,CHST7
7669,0.0,KRBOX4
7670,-0.0,NDUFB11
7671,0.0,ZNF41
7672,0.0,ZMYM3
7673,-0.0,TAF1
7674,-0.0,GPR174
7675,-0.0,NONO
7676,-0.0,CCDC120
7677,-0.0,LPAR4
7678,-0.0,EBP
7679,-0.0,OGT
7680,0.0,SNX12
7681,0.0,ITGB1BP2
7682,-0.0,IL2RG
7683,-0.0,ACRC
7684,-0.0,ZNF711
7685,0.0,DIAPH2
7686,-0.0,NXF3
7687,-0.0,PRPS1
7688,0.0,CXorf57
7689,0.0,FRMPD3
7690,0.0,DOCK11
7691,0.0,GPC3
7692,-0.0,RBMX
7693,0.0,MCPH1
7694,0.0,MFHAS1
7695,-0.0,FBXO25
7696,-0.0,FAM58A
7697,0.0,NSDHL
7698,-0.0,ZNF185
7699,0.0,CETN2
7700,-0.0,RPL10
7701,0.0,CSGALNACT1
7702,0.0,ATP6V1B2
7703,0.0,CCDC25
7704,0.0,HMBOX1
7705,-0.0,CHRNA6
7706,0.0,GNRH1
7707,-0.0,BIN3
7708,0.0,DOK2
7709,-0.0,SLC25A37
7710,0.0,CHMP7
7711,-0.0,DOCK5
7712,-0.0,STAR
7713,0.0,PROSC
7714,0.0,ERLIN2
7715,0.0,PXDNL
7716,0.0,ST18
7717,0.0,TACC1
7718,0.0,GOLGA7
7719,0.0,PPAPDC1B
7720,-0.0,GINS4
7721,0.0,WHSC1L1
7722,0.0,DNAJC5B
7723,-0.0,ADHFE1
7724,0.0,MRPS28
7725,0.0,LACTB2
7726,0.0,TERF1
7727,-0.0,RPL7
7728,0.0,SLC26A7
7729,-0.0,ATP6V0D2
7730,-0.0,SYBU
